FL_DATE,Flight_Month,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,Delay_category,Delay_status,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
05-03-2019,2019-03,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1168,ORD,"Chicago, IL",SAN,"San Diego, CA",1320,1315,-5,No delay,Delayed,12,1327,1533,5,1545,1538,-7,0,0,0,265,263,246,1723,0,0,0,0,0
06-04-2023,2023-04,JetBlue Airways,JetBlue Airways: B6,B6,20409,1248,TPA,"Tampa, FL",LGA,"New York, NY",1016,1007,-9,No delay,Delayed,48,1055,1309,9,1304,1318,14,0,0,0,168,191,134,1010,0,0,0,0,0
03-07-2020,2020-07,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1710,SLC,"Salt Lake City, UT",MSP,"Minneapolis, MN",1349,1346,-3,No delay,Delayed,21,1407,1707,4,1710,1711,1,0,0,0,141,145,120,991,0,0,0,0,0
13-05-2019,2019-05,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1232,DCA,"Washington, DC",JFK,"New York, NY",605,600,-5,No delay,Delayed,11,611,657,19,720,716,-4,0,0,0,75,76,46,213,0,0,0,0,0
04-04-2019,2019-04,Republic Airline,Republic Airline: YX,YX,20452,4420,CMH,"Columbus, OH",PHL,"Philadelphia, PA",559,557,-2,No delay,Delayed,14,611,722,5,735,727,-8,0,0,0,96,90,71,406,0,0,0,0,0
02-04-2021,2021-04,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,607,IND,"Indianapolis, IN",DEN,"Denver, CO",1319,1310,-9,No delay,Delayed,12,1322,1339,12,1418,1351,-27,0,0,0,179,161,137,977,0,0,0,0,0
29-03-2019,2019-03,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,530,IAH,"Houston, TX",SAT,"San Antonio, TX",2000,1955,-5,No delay,Delayed,17,2012,2048,3,2103,2051,-12,0,0,0,63,56,36,191,0,0,0,0,0
12-09-2019,2019-09,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,3338,LGA,"New York, NY",PWM,"Portland, ME",1755,1745,-10,No delay,Delayed,24,1809,1857,3,1918,1900,-18,0,0,0,83,75,48,269,0,0,0,0,0
26-06-2021,2021-06,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,1014,SEA,"Seattle, WA",ORD,"Chicago, IL",1033,1055,22,Short Delay,On Time,16,1111,1652,7,1642,1659,17,0,0,0,249,244,221,1721,0,0,0,0,17
30-05-2022,2022-05,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2013,TUL,"Tulsa, OK",DFW,"Dallas/Fort Worth, TX",1431,1426,-5,No delay,Delayed,13,1439,1521,12,1554,1533,-21,0,0,0,83,67,42,237,0,0,0,0,0
11-11-2022,2022-11,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,229,PHL,"Philadelphia, PA",SAN,"San Diego, CA",1830,1848,18,Short Delay,On Time,21,1909,2120,3,2123,2123,0,0,0,0,353,335,311,2370,0,0,0,0,0
17-03-2020,2020-03,Envoy Air,Envoy Air: MQ,MQ,20398,3620,GRK,"Killeen, TX",DFW,"Dallas/Fort Worth, TX",1606,1658,52,Short Delay,On Time,32,1730,1810,20,1705,1830,85,0,0,0,59,92,40,134,0,0,33,0,52
20-04-2020,2020-04,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,246,BNA,"Nashville, TN",ATL,"Atlanta, GA",1055,0,0,No delay,Delayed,0,0,0,0,1300,0,0,1,D,0,65,0,0,214,0,0,0,0,0
31-07-2022,2022-07,Envoy Air,Envoy Air: MQ,MQ,20398,3831,DFW,"Dallas/Fort Worth, TX",SBP,"San Luis Obispo, CA",1908,1918,10,No delay,Delayed,17,1935,2029,5,2033,2034,1,0,0,0,205,196,174,1360,0,0,0,0,0
25-02-2020,2020-02,Republic Airline,Republic Airline: YX,YX,20452,4508,ILM,"Wilmington, NC",LGA,"New York, NY",1102,1051,-11,No delay,Delayed,16,1107,1222,13,1250,1235,-15,0,0,0,108,104,75,500,0,0,0,0,0
20-02-2019,2019-02,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,59,LAX,"Los Angeles, CA",KOA,"Kona, HI",820,827,7,No delay,Delayed,18,845,1156,5,1228,1201,-27,0,0,0,368,334,311,2504,0,0,0,0,0
16-08-2020,2020-08,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1298,CMH,"Columbus, OH",ATL,"Atlanta, GA",1050,1046,-4,No delay,Delayed,10,1056,1202,4,1220,1206,-14,0,0,0,90,80,66,447,0,0,0,0,0
25-02-2021,2021-02,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2315,PHX,"Phoenix, AZ",DEN,"Denver, CO",2009,2004,-5,No delay,Delayed,24,2028,2149,8,2211,2157,-14,0,0,0,122,113,81,602,0,0,0,0,0
25-10-2021,2021-10,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5381,CLT,"Charlotte, NC",GSP,"Greer, SC",936,926,-10,No delay,Delayed,41,1007,1024,3,1029,1027,-2,0,0,0,53,61,17,75,0,0,0,0,0
01-02-2023,2023-02,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1854,DEN,"Denver, CO",LAS,"Las Vegas, NV",1420,1444,24,Short Delay,On Time,10,1454,1517,8,1515,1525,10,0,0,0,115,101,83,628,0,0,0,0,0
21-03-2023,2023-03,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4953,ATL,"Atlanta, GA",VLD,"Valdosta, GA",1534,1529,-5,No delay,Delayed,15,1544,1622,5,1638,1627,-11,0,0,0,64,58,38,208,0,0,0,0,0
08-04-2019,2019-04,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1977,TPA,"Tampa, FL",MIA,"Miami, FL",614,606,-8,No delay,Delayed,14,620,656,4,717,700,-17,0,0,0,63,54,36,204,0,0,0,0,0
27-03-2021,2021-03,Envoy Air,Envoy Air: MQ,MQ,20398,4294,JLN,"Joplin, MO",DFW,"Dallas/Fort Worth, TX",1750,1740,-10,No delay,Delayed,8,1748,1855,9,1927,1904,-23,0,0,0,97,84,67,327,0,0,0,0,0
02-12-2021,2021-12,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1218,SLC,"Salt Lake City, UT",MCI,"Kansas City, MO",2103,2100,-3,No delay,Delayed,13,2113,10,5,29,15,-14,0,0,0,146,135,117,920,0,0,0,0,0
13-01-2019,2019-01,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,220,ORD,"Chicago, IL",MSP,"Minneapolis, MN",1940,1941,1,No delay,Delayed,24,2005,2101,4,2109,2105,-4,0,0,0,89,84,56,334,0,0,0,0,0
15-03-2019,2019-03,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2535,MKE,"Milwaukee, WI",LAS,"Las Vegas, NV",1130,1129,-1,No delay,Delayed,7,1136,1314,9,1330,1323,-7,0,0,0,240,234,218,1524,0,0,0,0,0
14-04-2022,2022-04,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3509,MSP,"Minneapolis, MN",MKE,"Milwaukee, WI",1944,1941,-3,No delay,Delayed,29,2010,2054,5,2050,2059,9,0,0,0,66,78,44,297,0,0,0,0,0
25-10-2021,2021-10,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1376,CLT,"Charlotte, NC",EWR,"Newark, NJ",754,743,-11,No delay,Delayed,29,812,929,8,945,937,-8,0,0,0,111,114,77,529,0,0,0,0,0
22-06-2023,2023-06,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1359,BNA,"Nashville, TN",MCO,"Orlando, FL",510,506,-4,No delay,Delayed,15,521,744,6,800,750,-10,0,0,0,110,104,83,616,0,0,0,0,0
01-12-2019,2019-12,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1950,MCO,"Orlando, FL",LGA,"New York, NY",800,823,23,Short Delay,On Time,25,848,1048,7,1035,1055,20,0,0,0,155,152,120,950,20,0,0,0,0
01-07-2019,2019-07,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,695,BWI,"Baltimore, MD",LAS,"Las Vegas, NV",1459,1452,-7,No delay,Delayed,10,1502,1625,10,1701,1635,-26,0,0,0,302,283,263,2106,0,0,0,0,0
14-03-2022,2022-03,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3649,BIL,"Billings, MT",MSP,"Minneapolis, MN",1400,1358,-2,No delay,Delayed,17,1415,1656,4,1700,1700,0,0,0,0,120,122,101,748,0,0,0,0,0
30-03-2019,2019-03,Allegiant Air,Allegiant Air: G4,G4,20368,720,BLI,"Bellingham, WA",PSP,"Palm Springs, CA",730,715,-15,No delay,Delayed,8,723,941,4,1018,945,-33,0,0,0,168,150,138,1078,0,0,0,0,0
07-02-2019,2019-02,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2229,CHS,"Charleston, SC",ATL,"Atlanta, GA",1244,1236,-8,No delay,Delayed,20,1256,1342,5,1408,1347,-21,0,0,0,84,71,46,259,0,0,0,0,0
05-10-2019,2019-10,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1911,RIC,"Richmond, VA",CLT,"Charlotte, NC",635,630,-5,No delay,Delayed,13,643,731,8,810,739,-31,0,0,0,95,69,48,257,0,0,0,0,0
29-12-2021,2021-12,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1277,DFW,"Dallas/Fort Worth, TX",ATL,"Atlanta, GA",1233,1305,32,Short Delay,On Time,13,1318,1548,10,1540,1558,18,0,0,0,127,113,90,731,0,0,0,0,18
07-06-2019,2019-06,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,833,DTW,"Detroit, MI",SAN,"San Diego, CA",830,826,-4,No delay,Delayed,14,840,939,3,1017,942,-35,0,0,0,287,256,239,1956,0,0,0,0,0
14-10-2022,2022-10,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1640,ORD,"Chicago, IL",LAX,"Los Angeles, CA",1841,1851,10,No delay,Delayed,19,1910,2100,5,2105,2105,0,0,0,0,264,254,230,1744,0,0,0,0,0
27-11-2022,2022-11,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,518,PHX,"Phoenix, AZ",OAK,"Oakland, CA",1555,1558,3,No delay,Delayed,12,1610,1649,5,1655,1654,-1,0,0,0,120,116,99,646,0,0,0,0,0
13-05-2019,2019-05,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,867,GSO,"Greensboro/High Point, NC",ATL,"Atlanta, GA",525,520,-5,No delay,Delayed,12,532,624,7,638,631,-7,0,0,0,73,71,52,306,0,0,0,0,0
25-01-2021,2021-01,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4777,ATL,"Atlanta, GA",BHM,"Birmingham, AL",1353,1349,-4,No delay,Delayed,11,1400,1333,3,1346,1336,-10,0,0,0,53,47,33,134,0,0,0,0,0
08-09-2019,2019-09,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3351,MCI,"Kansas City, MO",PDX,"Portland, OR",1515,1500,-15,No delay,Delayed,33,1533,1703,7,1710,1710,0,0,0,0,235,250,210,1482,0,0,0,0,0
05-08-2023,2023-08,JetBlue Airways,JetBlue Airways: B6,B6,20409,895,EWR,"Newark, NJ",MCO,"Orlando, FL",1052,1046,-6,No delay,Delayed,16,1102,1306,12,1350,1318,-32,0,0,0,178,152,124,937,0,0,0,0,0
10-10-2022,2022-10,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1979,PHL,"Philadelphia, PA",MCO,"Orlando, FL",700,657,-3,No delay,Delayed,16,713,917,7,935,924,-11,0,0,0,155,147,124,861,0,0,0,0,0
16-05-2020,2020-05,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1671,LAX,"Los Angeles, CA",EWR,"Newark, NJ",1315,1311,-4,No delay,Delayed,13,1324,2057,6,2134,2103,-31,0,0,0,319,292,273,2454,0,0,0,0,0
09-11-2022,2022-11,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2731,ELP,"El Paso, TX",DAL,"Dallas, TX",1255,1254,-1,No delay,Delayed,15,1309,1532,4,1535,1536,1,0,0,0,100,102,83,562,0,0,0,0,0
16-08-2019,2019-08,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2248,DFW,"Dallas/Fort Worth, TX",SFO,"San Francisco, CA",1054,1048,-6,No delay,Delayed,34,1122,1241,7,1247,1248,1,0,0,0,233,240,199,1464,0,0,0,0,0
30-01-2023,2023-01,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,867,DFW,"Dallas/Fort Worth, TX",LAX,"Los Angeles, CA",1640,2023,223,Long Delay,On Time,82,2145,2241,7,1808,2248,280,0,0,0,208,265,176,1235,0,8,57,0,215
01-10-2019,2019-10,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5407,LAX,"Los Angeles, CA",MFR,"Medford, OR",1855,1844,-11,No delay,Delayed,14,1858,2036,5,2058,2041,-17,0,0,0,123,117,98,630,0,0,0,0,0
16-12-2020,2020-12,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2773,BNA,"Nashville, TN",DEN,"Denver, CO",1100,1107,7,No delay,Delayed,15,1122,1247,6,1255,1253,-2,0,0,0,175,166,145,1014,0,0,0,0,0
19-05-2023,2023-05,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,976,DEN,"Denver, CO",ATL,"Atlanta, GA",59,55,-4,No delay,Delayed,9,104,529,7,551,536,-15,0,0,0,172,161,145,1199,0,0,0,0,0
05-01-2022,2022-01,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2273,MSP,"Minneapolis, MN",RDU,"Raleigh/Durham, NC",1940,1959,19,Short Delay,On Time,48,2047,2345,7,2322,2352,30,0,0,0,162,173,118,980,0,0,11,0,19
12-03-2022,2022-03,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,4,LAX,"Los Angeles, CA",JFK,"New York, NY",600,556,-4,No delay,Delayed,20,616,1425,13,1420,1438,18,0,0,0,320,342,309,2475,0,0,18,0,0
17-08-2020,2020-08,Republic Airline,Republic Airline: YX,YX,20452,5631,SDF,"Louisville, KY",DTW,"Detroit, MI",1803,1801,-2,No delay,Delayed,8,1809,1901,13,1928,1914,-14,0,0,0,85,73,52,306,0,0,0,0,0
15-10-2021,2021-10,Envoy Air,Envoy Air: MQ,MQ,20398,4264,RDU,"Raleigh/Durham, NC",ORD,"Chicago, IL",1652,1646,-6,No delay,Delayed,11,1657,1741,8,1819,1749,-30,0,0,0,147,123,104,646,0,0,0,0,0
20-03-2022,2022-03,Envoy Air,Envoy Air: MQ,MQ,20398,4096,DFW,"Dallas/Fort Worth, TX",MFE,"Mission/McAllen/Edinburg, TX",1230,1225,-5,No delay,Delayed,15,1240,1349,5,1408,1354,-14,0,0,0,98,89,69,469,0,0,0,0,0
15-12-2020,2020-12,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5603,CLT,"Charlotte, NC",VPS,"Valparaiso, FL",1130,1123,-7,No delay,Delayed,21,1144,1204,6,1220,1210,-10,0,0,0,110,107,80,460,0,0,0,0,0
09-07-2022,2022-07,JetBlue Airways,JetBlue Airways: B6,B6,20409,1447,HPN,"White Plains, NY",TPA,"Tampa, FL",1730,1921,111,Long Delay,On Time,26,1947,2214,7,2031,2221,110,0,0,0,181,180,147,1032,110,0,0,0,0
04-02-2019,2019-02,Republic Airline,Republic Airline: YX,YX,20452,4321,LGA,"New York, NY",DCA,"Washington, DC",900,856,-4,No delay,Delayed,30,926,1012,15,1030,1027,-3,0,0,0,90,91,46,214,0,0,0,0,0
05-03-2022,2022-03,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1323,CLT,"Charlotte, NC",ORF,"Norfolk, VA",1821,1816,-5,No delay,Delayed,13,1829,1917,4,1936,1921,-15,0,0,0,75,65,48,290,0,0,0,0,0
19-06-2023,2023-06,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,323,EWR,"Newark, NJ",ORD,"Chicago, IL",1304,1344,40,Short Delay,On Time,16,1400,1447,13,1438,1500,22,0,0,0,154,136,107,719,22,0,0,0,0
11-04-2021,2021-04,Horizon Air,Horizon Air: QX,QX,19687,2584,SAN,"San Diego, CA",AUS,"Austin, TX",1910,1907,-3,No delay,Delayed,13,1920,2342,14,2358,2356,-2,0,0,0,168,169,142,1164,0,0,0,0,0
28-06-2023,2023-06,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2830,SFO,"San Francisco, CA",CLT,"Charlotte, NC",1320,1354,34,Short Delay,On Time,20,1414,2142,11,2124,2153,29,0,0,0,304,299,268,2296,1,0,0,0,28
12-09-2021,2021-09,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5124,BHM,"Birmingham, AL",CLT,"Charlotte, NC",1252,1245,-7,No delay,Delayed,17,1302,1503,23,1528,1526,-2,0,0,0,96,101,61,350,0,0,0,0,0
04-01-2021,2021-01,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,142,BWI,"Baltimore, MD",MIA,"Miami, FL",1045,1036,-9,No delay,Delayed,7,1043,1307,11,1330,1318,-12,0,0,0,165,162,144,946,0,0,0,0,0
13-10-2020,2020-10,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1621,BOS,"Boston, MA",MDW,"Chicago, IL",635,637,2,No delay,Delayed,9,646,801,4,820,805,-15,0,0,0,165,148,135,861,0,0,0,0,0
02-09-2019,2019-09,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2165,SJC,"San Jose, CA",SAN,"San Diego, CA",930,926,-4,No delay,Delayed,13,939,1043,6,1050,1049,-1,0,0,0,80,83,64,417,0,0,0,0,0
10-06-2022,2022-06,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2960,PHX,"Phoenix, AZ",LAX,"Los Angeles, CA",1350,1413,23,Short Delay,On Time,12,1425,1516,4,1510,1520,10,0,0,0,80,67,51,370,0,0,0,0,0
23-11-2021,2021-11,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1406,JFK,"New York, NY",TPA,"Tampa, FL",1259,1255,-4,No delay,Delayed,10,1305,1513,3,1545,1516,-29,0,0,0,166,141,128,1005,0,0,0,0,0
19-03-2021,2021-03,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5267,ASE,"Aspen, CO",LAX,"Los Angeles, CA",1645,1649,4,No delay,Delayed,52,1741,1823,9,1804,1832,28,0,0,0,139,163,102,737,0,0,0,0,28
05-09-2021,2021-09,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4137,HNL,"Honolulu, HI",KOA,"Kona, HI",2025,2019,-6,No delay,Delayed,13,2032,2059,3,2115,2102,-13,0,0,0,50,43,27,163,0,0,0,0,0
30-03-2020,2020-03,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2238,DCA,"Washington, DC",ATL,"Atlanta, GA",1758,1753,-5,No delay,Delayed,7,1800,1928,5,2001,1933,-28,0,0,0,123,100,88,547,0,0,0,0,0
13-07-2020,2020-07,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2039,ATL,"Atlanta, GA",PHL,"Philadelphia, PA",1521,1519,-2,No delay,Delayed,13,1532,1713,4,1734,1717,-17,0,0,0,133,118,101,666,0,0,0,0,0
02-03-2022,2022-03,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5855,MAF,"Midland/Odessa, TX",PHX,"Phoenix, AZ",625,622,-3,No delay,Delayed,10,632,704,4,723,708,-15,0,0,0,118,106,92,581,0,0,0,0,0
09-02-2023,2023-02,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1549,BWI,"Baltimore, MD",PIT,"Pittsburgh, PA",2225,2217,-8,No delay,Delayed,13,2230,2307,3,2330,2310,-20,0,0,0,65,53,37,210,0,0,0,0,0
07-03-2019,2019-03,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,886,ATL,"Atlanta, GA",DFW,"Dallas/Fort Worth, TX",1215,1227,12,No delay,Delayed,12,1239,1335,8,1344,1343,-1,0,0,0,149,136,116,731,0,0,0,0,0
02-02-2019,2019-02,Allegiant Air,Allegiant Air: G4,G4,20368,883,GRR,"Grand Rapids, MI",PIE,"St. Petersburg, FL",1018,1018,0,No delay,Delayed,15,1033,1244,4,1255,1248,-7,0,0,0,157,150,131,1044,0,0,0,0,0
29-05-2022,2022-05,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3771,SLC,"Salt Lake City, UT",OMA,"Omaha, NE",925,928,3,No delay,Delayed,14,942,1227,3,1245,1230,-15,0,0,0,140,122,105,840,0,0,0,0,0
22-07-2021,2021-07,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1749,LAX,"Los Angeles, CA",MCO,"Orlando, FL",1035,1034,-1,No delay,Delayed,14,1048,1821,18,1842,1839,-3,0,0,0,307,305,273,2218,0,0,0,0,0
10-02-2020,2020-02,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1069,SFO,"San Francisco, CA",BUR,"Burbank, CA",1725,1721,-4,No delay,Delayed,14,1735,1827,2,1845,1829,-16,0,0,0,80,68,52,326,0,0,0,0,0
23-07-2019,2019-07,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,496,MCO,"Orlando, FL",MDW,"Chicago, IL",1705,1737,32,Short Delay,On Time,30,1807,1923,2,1850,1925,35,0,0,0,165,168,136,990,10,0,3,0,22
10-06-2019,2019-06,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,668,SEA,"Seattle, WA",DEN,"Denver, CO",1550,1543,-7,No delay,Delayed,29,1612,1914,6,1930,1920,-10,0,0,0,160,157,122,1024,0,0,0,0,0
13-09-2022,2022-09,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,408,LGA,"New York, NY",ORD,"Chicago, IL",1030,1232,122,Long Delay,On Time,12,1244,1329,14,1208,1343,95,0,0,0,158,131,105,733,0,0,0,0,95
02-07-2023,2023-07,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3950,JFK,"New York, NY",IAD,"Washington, DC",1455,1457,2,No delay,Delayed,18,1515,1559,9,1627,1608,-19,0,0,0,92,71,44,228,0,0,0,0,0
15-08-2022,2022-08,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5138,BUF,"Buffalo, NY",DCA,"Washington, DC",1731,1724,-7,No delay,Delayed,10,1734,1824,6,1844,1830,-14,0,0,0,73,66,50,296,0,0,0,0,0
27-10-2022,2022-10,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4769,DEN,"Denver, CO",CID,"Cedar Rapids/Iowa City, IA",1336,1353,17,Short Delay,On Time,20,1413,1644,4,1639,1648,9,0,0,0,123,115,91,692,0,0,0,0,0
14-02-2020,2020-02,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3085,PHX,"Phoenix, AZ",PSP,"Palm Springs, CA",2115,2109,-6,No delay,Delayed,16,2125,2103,3,2125,2106,-19,0,0,0,70,57,38,261,0,0,0,0,0
02-05-2023,2023-05,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3020,DEN,"Denver, CO",SEA,"Seattle, WA",1200,1209,9,No delay,Delayed,11,1220,1324,6,1355,1330,-25,0,0,0,175,141,124,1024,0,0,0,0,0
03-02-2019,2019-02,Allegiant Air,Allegiant Air: G4,G4,20368,741,TUS,"Tucson, AZ",BLI,"Bellingham, WA",1240,1255,15,No delay,Delayed,19,1314,1524,6,1457,1530,33,0,0,0,197,215,190,1299,0,15,18,0,0
10-03-2020,2020-03,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3613,SLC,"Salt Lake City, UT",SFO,"San Francisco, CA",1700,1659,-1,No delay,Delayed,17,1716,1751,5,1819,1756,-23,0,0,0,139,117,95,599,0,0,0,0,0
19-11-2021,2021-11,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3080,BNA,"Nashville, TN",MDW,"Chicago, IL",1850,2022,92,Long Delay,On Time,11,2033,2137,6,2025,2143,78,0,0,0,95,81,64,395,78,0,0,0,0
23-02-2020,2020-02,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,833,DFW,"Dallas/Fort Worth, TX",EGE,"Eagle, CO",1435,1529,54,Short Delay,On Time,15,1544,1641,4,1601,1645,44,0,0,0,146,136,117,721,4,0,0,0,40
12-02-2023,2023-02,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2160,MCO,"Orlando, FL",ALB,"Albany, NY",2010,2005,-5,No delay,Delayed,10,2015,2225,3,2250,2228,-22,0,0,0,160,143,130,1073,0,0,0,0,0
31-10-2021,2021-10,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5664,SYR,"Syracuse, NY",DEN,"Denver, CO",1530,1523,-7,No delay,Delayed,9,1532,1731,11,1800,1742,-18,0,0,0,270,259,239,1492,0,0,0,0,0
28-03-2023,2023-03,Republic Airline,Republic Airline: YX,YX,20452,3428,CMH,"Columbus, OH",EWR,"Newark, NJ",700,653,-7,No delay,Delayed,11,704,811,31,859,842,-17,0,0,0,119,109,67,463,0,0,0,0,0
25-01-2019,2019-01,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1350,MSN,"Madison, WI",ATL,"Atlanta, GA",1705,1700,-5,No delay,Delayed,11,1711,1952,7,2020,1959,-21,0,0,0,135,119,101,707,0,0,0,0,0
18-04-2019,2019-04,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,32,IND,"Indianapolis, IN",DEN,"Denver, CO",1920,2020,60,Short Delay,On Time,7,2027,2038,6,2000,2044,44,0,0,0,160,144,131,977,10,0,0,0,34
03-12-2019,2019-12,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5685,CLT,"Charlotte, NC",EWN,"New Bern/Morehead/Beaufort, NC",2000,1954,-6,No delay,Delayed,12,2006,2043,2,2102,2045,-17,0,0,0,62,51,37,221,0,0,0,0,0
22-12-2021,2021-12,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,310,EWR,"Newark, NJ",SFO,"San Francisco, CA",830,911,41,Short Delay,On Time,33,944,1228,6,1155,1234,39,0,0,0,385,383,344,2565,38,0,0,0,1
31-05-2020,2020-05,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3793,FAT,"Fresno, CA",SLC,"Salt Lake City, UT",604,559,-5,No delay,Delayed,12,611,822,6,841,828,-13,0,0,0,97,89,71,501,0,0,0,0,0
01-11-2022,2022-11,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5652,ORD,"Chicago, IL",AVL,"Asheville, NC",2003,2032,29,Short Delay,On Time,11,2043,2257,4,2301,2301,0,0,0,0,118,89,74,536,0,0,0,0,0
