FL_DATE,Flight_Month,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,Delay_category,Delay_status,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT
19-05-2021,2021-05,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4240,FWA,"Fort Wayne, IN",MSP,"Minneapolis, MN",815,814,-1,No delay,Delayed,9,823,842,5,930,847,-43,0,0,0,135,93,79,488,0,0,0,0,0
06-01-2023,2023-01,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2064,LGA,"New York, NY",IAH,"Houston, TX",835,829,-6,No delay,Delayed,18,847,1116,11,1209,1127,-42,0,0,0,274,238,209,1416,0,0,0,0,0
10-09-2019,2019-09,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3695,LAN,"Lansing, MI",DTW,"Detroit, MI",935,930,-5,No delay,Delayed,9,939,1000,8,1018,1008,-10,0,0,0,43,38,21,74,0,0,0,0,0
09-10-2021,2021-10,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1008,ATL,"Atlanta, GA",DFW,"Dallas/Fort Worth, TX",1628,1627,-1,No delay,Delayed,16,1643,1734,15,1809,1749,-20,0,0,0,161,142,111,731,0,0,0,0,0
05-08-2020,2020-08,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,373,SEA,"Seattle, WA",MSP,"Minneapolis, MN",630,624,-6,No delay,Delayed,15,639,1124,2,1136,1126,-10,0,0,0,186,182,165,1399,0,0,0,0,0
17-08-2023,2023-08,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,573,SFO,"San Francisco, CA",SEA,"Seattle, WA",1035,1059,24,Short Delay,On Time,27,1126,1257,8,1254,1305,11,0,0,0,139,126,91,679,0,0,0,0,0
26-12-2019,2019-12,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1074,HNL,"Honolulu, HI",SEA,"Seattle, WA",1400,1357,-3,No delay,Delayed,19,1416,2134,9,2153,2143,-10,0,0,0,353,346,318,2677,0,0,0,0,0
15-11-2022,2022-11,Envoy Air,Envoy Air: MQ,MQ,20398,3605,BNA,"Nashville, TN",TPA,"Tampa, FL",1630,1627,-3,No delay,Delayed,11,1638,1903,4,1918,1907,-11,0,0,0,108,100,85,612,0,0,0,0,0
24-10-2020,2020-10,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1399,DEN,"Denver, CO",ATL,"Atlanta, GA",1130,1127,-3,No delay,Delayed,11,1138,1601,7,1625,1608,-17,0,0,0,175,161,143,1199,0,0,0,0,0
23-05-2022,2022-05,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1541,SMF,"Sacramento, CA",PHX,"Phoenix, AZ",1623,1614,-9,No delay,Delayed,12,1626,1748,3,1815,1751,-24,0,0,0,112,97,82,647,0,0,0,0,0
28-10-2019,2019-10,Envoy Air,Envoy Air: MQ,MQ,20398,3632,ABI,"Abilene, TX",DFW,"Dallas/Fort Worth, TX",755,752,-3,No delay,Delayed,8,800,832,8,906,840,-26,0,0,0,71,48,32,158,0,0,0,0,0
13-03-2023,2023-03,JetBlue Airways,JetBlue Airways: B6,B6,20409,2539,JFK,"New York, NY",BQN,"Aguadilla, PR",810,856,46,Short Delay,On Time,26,922,1234,11,1207,1245,38,0,0,0,237,229,192,1576,3,0,0,0,35
28-02-2021,2021-02,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4733,ICT,"Wichita, KS",MSP,"Minneapolis, MN",1515,1512,-3,No delay,Delayed,13,1525,1634,4,1712,1638,-34,0,0,0,117,86,69,545,0,0,0,0,0
18-09-2022,2022-09,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2481,PHL,"Philadelphia, PA",CLT,"Charlotte, NC",1539,1554,15,No delay,Delayed,13,1607,1714,5,1727,1719,-8,0,0,0,108,85,67,449,0,0,0,0,0
16-02-2020,2020-02,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,4801,ATL,"Atlanta, GA",MOB,"Mobile, AL",2230,2224,-6,No delay,Delayed,52,2316,2313,5,2255,2318,23,0,0,0,85,114,57,302,0,0,23,0,0
17-06-2021,2021-06,Horizon Air,Horizon Air: QX,QX,19687,2317,LAX,"Los Angeles, CA",BOI,"Boise, ID",1715,1709,-6,No delay,Delayed,13,1722,1955,7,2020,2002,-18,0,0,0,125,113,93,674,0,0,0,0,0
21-09-2022,2022-09,Republic Airline,Republic Airline: YX,YX,20452,5622,DCA,"Washington, DC",LGA,"New York, NY",800,756,-4,No delay,Delayed,15,811,854,17,919,911,-8,0,0,0,79,75,43,214,0,0,0,0,0
12-04-2020,2020-04,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2386,FLL,"Fort Lauderdale, FL",ORD,"Chicago, IL",1618,1605,-13,No delay,Delayed,13,1618,1759,17,1850,1816,-34,0,0,0,212,191,161,1182,0,0,0,0,0
04-08-2020,2020-08,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2022,SLC,"Salt Lake City, UT",IAH,"Houston, TX",1345,1324,-21,No delay,Delayed,11,1335,1701,7,1737,1708,-29,0,0,0,172,164,146,1195,0,0,0,0,0
01-12-2019,2019-12,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,5063,RDU,"Raleigh/Durham, NC",LAS,"Las Vegas, NV",1620,2153,333,Long Delay,On Time,10,2203,9,6,1835,15,340,0,0,0,315,322,306,2026,0,0,7,0,333
26-11-2019,2019-11,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,347,JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX",1820,1819,-1,No delay,Delayed,29,1848,2136,13,2136,2149,13,0,0,0,256,270,228,1391,0,0,0,0,0
20-01-2023,2023-01,Envoy Air,Envoy Air: MQ,MQ,20398,3577,CMI,"Champaign/Urbana, IL",ORD,"Chicago, IL",600,552,-8,No delay,Delayed,13,605,644,8,713,652,-21,0,0,0,73,60,39,135,0,0,0,0,0
31-12-2021,2021-12,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,1097,IAD,"Washington, DC",LAX,"Los Angeles, CA",1720,0,0,No delay,Delayed,0,0,0,0,2024,0,0,1,A,0,364,0,0,2288,0,0,0,0,0
18-08-2022,2022-08,Envoy Air,Envoy Air: MQ,MQ,20398,3899,RDU,"Raleigh/Durham, NC",MIA,"Miami, FL",1638,1640,2,No delay,Delayed,24,1704,1848,6,1850,1854,4,0,0,0,132,134,104,700,0,0,0,0,0
16-06-2022,2022-06,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,6016,MAF,"Midland/Odessa, TX",IAH,"Houston, TX",1155,1147,-8,No delay,Delayed,11,1158,1307,4,1333,1311,-22,0,0,0,98,84,69,429,0,0,0,0,0
01-05-2020,2020-05,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1056,SFO,"San Francisco, CA",DEN,"Denver, CO",1520,1524,4,No delay,Delayed,13,1537,1835,4,1856,1839,-17,0,0,0,156,135,118,967,0,0,0,0,0
25-10-2021,2021-10,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,591,OAK,"Oakland, CA",PHX,"Phoenix, AZ",820,841,21,Short Delay,On Time,9,850,1019,9,1015,1028,13,0,0,0,115,107,89,646,0,0,0,0,0
03-05-2021,2021-05,Republic Airline,Republic Airline: YX,YX,20452,3525,IAD,"Washington, DC",IND,"Indianapolis, IN",1830,1827,-3,No delay,Delayed,12,1839,1951,4,2022,1955,-27,0,0,0,112,88,72,476,0,0,0,0,0
07-04-2019,2019-04,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,6524,MSY,"New Orleans, LA",AUS,"Austin, TX",1540,1606,26,Short Delay,On Time,12,1618,1809,4,1710,1813,63,0,0,0,90,127,111,444,25,0,37,0,1
11-05-2021,2021-05,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4048,MCO,"Orlando, FL",BUF,"Buffalo, NY",910,906,-4,No delay,Delayed,13,919,1132,2,1145,1134,-11,0,0,0,155,148,133,1011,0,0,0,0,0
26-02-2020,2020-02,Republic Airline,Republic Airline: YX,YX,20452,6116,IND,"Indianapolis, IN",LGA,"New York, NY",1716,1723,7,No delay,Delayed,43,1806,1937,6,1920,1943,23,0,0,0,124,140,91,660,0,2,16,0,5
23-04-2022,2022-04,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3442,EUG,"Eugene, OR",LAS,"Las Vegas, NV",1210,1225,15,No delay,Delayed,11,1236,1403,7,1410,1410,0,0,0,0,120,105,87,700,0,0,0,0,0
20-04-2022,2022-04,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,400,IAH,"Houston, TX",DAL,"Dallas, TX",1915,1910,-5,No delay,Delayed,10,1920,2000,5,2020,2005,-15,0,0,0,65,55,40,216,0,0,0,0,0
16-02-2019,2019-02,Republic Airline,Republic Airline: YX,YX,20452,4453,MIA,"Miami, FL",SDF,"Louisville, KY",2155,2151,-4,No delay,Delayed,20,2211,18,11,35,29,-6,0,0,0,160,158,127,910,0,0,0,0,0
09-01-2019,2019-01,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4158,CHA,"Chattanooga, TN",ATL,"Atlanta, GA",545,542,-3,No delay,Delayed,27,609,640,5,646,645,-1,0,0,0,61,63,31,106,0,0,0,0,0
06-11-2020,2020-11,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5513,BTV,"Burlington, VT",CLT,"Charlotte, NC",1243,1236,-7,No delay,Delayed,11,1247,1429,20,1518,1449,-29,0,0,0,155,133,102,761,0,0,0,0,0
02-05-2022,2022-05,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3430,LAX,"Los Angeles, CA",SFO,"San Francisco, CA",2235,2226,-9,No delay,Delayed,12,2238,2334,4,2359,2338,-21,0,0,0,84,72,56,337,0,0,0,0,0
02-03-2021,2021-03,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4052,ORD,"Chicago, IL",DTW,"Detroit, MI",705,705,0,No delay,Delayed,24,729,913,13,930,926,-4,0,0,0,85,81,44,235,0,0,0,0,0
24-09-2022,2022-09,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,326,LAX,"Los Angeles, CA",IAH,"Houston, TX",530,529,-1,No delay,Delayed,14,543,1041,6,1049,1047,-2,0,0,0,199,198,178,1379,0,0,0,0,0
02-01-2021,2021-01,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1099,DEN,"Denver, CO",FLL,"Fort Lauderdale, FL",1345,1427,42,Short Delay,On Time,14,1441,2003,2,1930,2005,35,0,0,0,225,218,202,1703,35,0,0,0,0
11-07-2020,2020-07,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2498,PHL,"Philadelphia, PA",CLT,"Charlotte, NC",840,831,-9,No delay,Delayed,15,846,1000,7,1036,1007,-29,0,0,0,116,96,74,449,0,0,0,0,0
19-07-2023,2023-07,Endeavor Air Inc.,Endeavor Air Inc.: 9E,9E,20363,5025,STL,"St. Louis, MO",LGA,"New York, NY",1534,1530,-4,No delay,Delayed,11,1541,1845,7,1906,1852,-14,0,0,0,152,142,124,888,0,0,0,0,0
03-12-2022,2022-12,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2600,BOS,"Boston, MA",DFW,"Dallas/Fort Worth, TX",830,826,-4,No delay,Delayed,17,843,1154,18,1211,1212,1,0,0,0,281,286,251,1562,0,0,0,0,0
13-11-2021,2021-11,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2729,ATL,"Atlanta, GA",RDU,"Raleigh/Durham, NC",2105,2101,-4,No delay,Delayed,14,2115,2211,7,2222,2218,-4,0,0,0,77,77,56,356,0,0,0,0,0
11-05-2023,2023-05,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1810,FLL,"Fort Lauderdale, FL",PHL,"Philadelphia, PA",1830,1827,-3,No delay,Delayed,11,1838,2051,10,2117,2101,-16,0,0,0,167,154,133,992,0,0,0,0,0
08-08-2022,2022-08,JetBlue Airways,JetBlue Airways: B6,B6,20409,1347,DCA,"Washington, DC",SJU,"San Juan, PR",815,808,-7,No delay,Delayed,16,824,1141,8,1202,1149,-13,0,0,0,227,221,197,1554,0,0,0,0,0
19-07-2020,2020-07,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1281,RSW,"Fort Myers, FL",DFW,"Dallas/Fort Worth, TX",930,925,-5,No delay,Delayed,9,934,1053,23,1113,1116,3,0,0,0,163,171,139,1017,0,0,0,0,0
09-10-2022,2022-10,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1447,GSO,"Greensboro/High Point, NC",ATL,"Atlanta, GA",1543,1532,-11,No delay,Delayed,13,1545,1635,3,1710,1638,-32,0,0,0,87,66,50,306,0,0,0,0,0
14-09-2019,2019-09,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,500,SEA,"Seattle, WA",IND,"Indianapolis, IN",1000,1031,31,Short Delay,On Time,31,1102,1727,4,1715,1731,16,0,0,0,255,240,205,1866,16,0,0,0,0
21-10-2021,2021-10,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1491,PDX,"Portland, OR",SFO,"San Francisco, CA",1015,1147,92,Long Delay,On Time,10,1157,1336,6,1206,1342,96,0,0,0,111,115,99,550,0,0,96,0,0
25-04-2019,2019-04,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,479,SNA,"Santa Ana, CA",SEA,"Seattle, WA",1930,1922,-8,No delay,Delayed,14,1936,2154,17,2225,2211,-14,0,0,0,175,169,138,978,0,0,0,0,0
03-07-2023,2023-07,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,356,MCO,"Orlando, FL",IAH,"Houston, TX",1702,1748,46,Short Delay,On Time,13,1801,1857,11,1830,1908,38,0,0,0,148,140,116,854,38,0,0,0,0
23-08-2020,2020-08,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1845,DEN,"Denver, CO",ORD,"Chicago, IL",630,621,-9,No delay,Delayed,13,634,932,13,956,945,-11,0,0,0,146,144,118,888,0,0,0,0,0
21-09-2019,2019-09,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5473,BUF,"Buffalo, NY",DCA,"Washington, DC",1538,1558,20,Short Delay,On Time,18,1616,1706,6,1700,1712,12,0,0,0,82,74,50,296,0,0,0,0,0
04-12-2022,2022-12,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1227,SMF,"Sacramento, CA",DEN,"Denver, CO",2120,2149,29,Short Delay,On Time,8,2157,41,5,40,46,6,0,0,0,140,117,104,909,0,0,0,0,0
09-10-2021,2021-10,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2102,CMH,"Columbus, OH",CLT,"Charlotte, NC",1815,1821,6,No delay,Delayed,17,1838,1932,7,1951,1939,-12,0,0,0,96,78,54,347,0,0,0,0,0
08-08-2021,2021-08,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,721,PIT,"Pittsburgh, PA",MCO,"Orlando, FL",730,738,8,No delay,Delayed,10,748,929,9,949,938,-11,0,0,0,139,120,101,834,0,0,0,0,0
23-09-2021,2021-09,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,545,OGG,"Kahului, HI",HNL,"Honolulu, HI",2020,2015,-5,No delay,Delayed,8,2023,2044,6,2058,2050,-8,0,0,0,38,35,21,100,0,0,0,0,0
07-07-2019,2019-07,Republic Airline,Republic Airline: YX,YX,20452,4504,LGA,"New York, NY",CHS,"Charleston, SC",659,651,-8,No delay,Delayed,17,708,840,9,910,849,-21,0,0,0,131,118,92,641,0,0,0,0,0
18-11-2020,2020-11,PSA Airlines Inc.,PSA Airlines Inc.: OH,OH,20397,5185,CLT,"Charlotte, NC",GRR,"Grand Rapids, MI",2010,2005,-5,No delay,Delayed,18,2023,2149,5,2210,2154,-16,0,0,0,120,109,86,583,0,0,0,0,0
20-03-2023,2023-03,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3176,MSP,"Minneapolis, MN",MDW,"Chicago, IL",515,518,3,No delay,Delayed,27,545,651,6,700,657,-3,0,0,0,105,99,66,349,0,0,0,0,0
24-06-2019,2019-06,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,877,MDW,"Chicago, IL",MCO,"Orlando, FL",1305,1300,-5,No delay,Delayed,13,1313,1629,6,1650,1635,-15,0,0,0,165,155,136,990,0,0,0,0,0
29-03-2021,2021-03,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1533,PHL,"Philadelphia, PA",MIA,"Miami, FL",821,821,0,No delay,Delayed,16,837,1058,17,1120,1115,-5,0,0,0,179,174,141,1013,0,0,0,0,0
11-12-2019,2019-12,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2295,STL,"St. Louis, MO",SAT,"San Antonio, TX",2205,2155,-10,No delay,Delayed,9,2204,2357,3,25,2400,-25,0,0,0,140,125,113,786,0,0,0,0,0
31-12-2019,2019-12,ExpressJet Airlines LLC d/b/a aha!,ExpressJet Airlines LLC d/b/a aha!: EV,EV,20366,4086,HRL,"Harlingen/San Benito, TX",IAH,"Houston, TX",1609,1556,-13,No delay,Delayed,10,1606,1702,7,1725,1709,-16,0,0,0,76,73,56,295,0,0,0,0,0
22-06-2019,2019-06,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3873,SLC,"Salt Lake City, UT",HLN,"Helena, MT",1100,1108,8,No delay,Delayed,18,1126,1236,2,1237,1238,1,0,0,0,97,90,70,402,0,0,0,0,0
01-08-2021,2021-08,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1506,IND,"Indianapolis, IN",DFW,"Dallas/Fort Worth, TX",1215,1209,-6,No delay,Delayed,14,1223,1310,14,1333,1324,-9,0,0,0,138,135,107,761,0,0,0,0,0
14-04-2020,2020-04,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,446,LAS,"Las Vegas, NV",HOU,"Houston, TX",500,0,0,No delay,Delayed,0,0,0,0,955,0,0,1,D,0,175,0,0,1235,0,0,0,0,0
02-03-2023,2023-03,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1578,IAH,"Houston, TX",LAX,"Los Angeles, CA",1640,1640,0,No delay,Delayed,23,1703,1820,7,1829,1827,-2,0,0,0,229,227,197,1379,0,0,0,0,0
07-04-2022,2022-04,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,4633,BIS,"Bismarck/Mandan, ND",DEN,"Denver, CO",930,924,-6,No delay,Delayed,15,939,952,17,1024,1009,-15,0,0,0,114,105,73,516,0,0,0,0,0
18-05-2022,2022-05,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1615,RDU,"Raleigh/Durham, NC",ATL,"Atlanta, GA",825,902,37,Short Delay,On Time,20,922,1019,6,955,1025,30,0,0,0,90,83,57,356,30,0,0,0,0
24-09-2019,2019-09,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,2027,MSP,"Minneapolis, MN",MEM,"Memphis, TN",1429,1426,-3,No delay,Delayed,16,1442,1617,5,1625,1622,-3,0,0,0,116,116,95,700,0,0,0,0,0
12-05-2021,2021-05,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5150,SHR,"Sheridan, WY",DEN,"Denver, CO",1050,1047,-3,No delay,Delayed,9,1056,1154,9,1212,1203,-9,0,0,0,82,76,58,359,0,0,0,0,0
09-08-2021,2021-08,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,608,BOI,"Boise, ID",SNA,"Santa Ana, CA",1235,1232,-3,No delay,Delayed,9,1241,1330,4,1345,1334,-11,0,0,0,130,122,109,688,0,0,0,0,0
28-10-2021,2021-10,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5467,IAH,"Houston, TX",TUS,"Tucson, AZ",2000,2011,11,No delay,Delayed,25,2036,2049,5,2040,2054,14,0,0,0,160,163,133,936,0,0,0,0,0
12-08-2020,2020-08,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1747,BDL,"Hartford, CT",BWI,"Baltimore, MD",1235,1229,-6,No delay,Delayed,9,1238,1325,12,1350,1337,-13,0,0,0,75,68,47,283,0,0,0,0,0
22-06-2022,2022-06,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1939,RNO,"Reno, NV",LGB,"Long Beach, CA",1740,1818,38,Short Delay,On Time,10,1828,1939,3,1905,1942,37,0,0,0,85,84,71,402,3,0,0,0,34
04-03-2022,2022-03,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3017,HPN,"White Plains, NY",ORD,"Chicago, IL",705,659,-6,No delay,Delayed,13,712,825,15,842,840,-2,0,0,0,157,161,133,738,0,0,0,0,0
06-06-2019,2019-06,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5650,ORD,"Chicago, IL",SAV,"Savannah, GA",600,553,-7,No delay,Delayed,20,613,855,8,914,903,-11,0,0,0,134,130,102,773,0,0,0,0,0
28-01-2020,2020-01,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3256,PHX,"Phoenix, AZ",MFR,"Medford, OR",1536,1529,-7,No delay,Delayed,20,1549,1702,4,1704,1706,2,0,0,0,148,157,133,854,0,0,0,0,0
21-01-2023,2023-01,Delta Air Lines Inc.,Delta Air Lines Inc.: DL,DL,19790,1015,MCO,"Orlando, FL",JFK,"New York, NY",1145,1145,0,No delay,Delayed,15,1200,1401,7,1417,1408,-9,0,0,0,152,143,121,944,0,0,0,0,0
15-08-2020,2020-08,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2634,ORD,"Chicago, IL",SFO,"San Francisco, CA",950,947,-3,No delay,Delayed,15,1002,1208,5,1228,1213,-15,0,0,0,278,266,246,1846,0,0,0,0,0
23-09-2020,2020-09,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1522,BNA,"Nashville, TN",DAL,"Dallas, TX",2055,2045,-10,No delay,Delayed,8,2053,2227,2,2245,2229,-16,0,0,0,110,104,94,623,0,0,0,0,0
21-11-2022,2022-11,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,680,DEN,"Denver, CO",MCO,"Orlando, FL",730,737,7,No delay,Delayed,14,751,1259,7,1308,1306,-2,0,0,0,218,209,188,1546,0,0,0,0,0
16-10-2020,2020-10,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3767,MSP,"Minneapolis, MN",GFK,"Grand Forks, ND",2050,2048,-2,No delay,Delayed,9,2057,2150,3,2206,2153,-13,0,0,0,76,65,53,284,0,0,0,0,0
10-08-2022,2022-08,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1308,MCI,"Kansas City, MO",ATL,"Atlanta, GA",1810,1825,15,No delay,Delayed,7,1832,2125,11,2110,2136,26,0,0,0,120,131,113,692,12,0,11,0,3
03-09-2022,2022-09,JetBlue Airways,JetBlue Airways: B6,B6,20409,2692,MIA,"Miami, FL",JFK,"New York, NY",1857,1855,-2,No delay,Delayed,26,1921,2148,7,2159,2155,-4,0,0,0,182,180,147,1089,0,0,0,0,0
01-01-2019,2019-01,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1780,BHM,"Birmingham, AL",MDW,"Chicago, IL",1740,0,0,No delay,Delayed,0,0,0,0,1925,0,0,1,B,0,105,0,0,570,0,0,0,0,0
11-05-2022,2022-05,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,3081,HRL,"Harlingen/San Benito, TX",DFW,"Dallas/Fort Worth, TX",1524,1520,-4,No delay,Delayed,13,1533,1644,21,1704,1705,1,0,0,0,100,105,71,461,0,0,0,0,0
09-07-2019,2019-07,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,807,SEA,"Seattle, WA",KOA,"Kona, HI",1730,1725,-5,No delay,Delayed,13,1738,2012,5,2040,2017,-23,0,0,0,370,352,334,2688,0,0,0,0,0
18-09-2019,2019-09,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,1751,SFO,"San Francisco, CA",SEA,"Seattle, WA",1220,1211,-9,No delay,Delayed,21,1232,1408,9,1445,1417,-28,0,0,0,145,126,96,679,0,0,0,0,0
02-12-2019,2019-12,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5667,SBP,"San Luis Obispo, CA",SFO,"San Francisco, CA",648,0,0,No delay,Delayed,0,0,0,0,800,0,0,1,B,0,72,0,0,190,0,0,0,0,0
13-06-2021,2021-06,Alaska Airlines Inc.,Alaska Airlines Inc.: AS,AS,19930,654,SEA,"Seattle, WA",SMF,"Sacramento, CA",1755,1754,-1,No delay,Delayed,15,1809,1941,4,1946,1945,-1,0,0,0,111,111,92,605,0,0,0,0,0
25-11-2020,2020-11,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,5060,BWI,"Baltimore, MD",CVG,"Cincinnati, OH",905,900,-5,No delay,Delayed,15,915,1036,4,1045,1040,-5,0,0,0,100,100,81,430,0,0,0,0,0
01-06-2021,2021-06,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2041,LGA,"New York, NY",BNA,"Nashville, TN",1620,1618,-2,No delay,Delayed,11,1629,1724,5,1800,1729,-31,0,0,0,160,131,115,764,0,0,0,0,0
16-09-2019,2019-09,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1675,ELP,"El Paso, TX",LAS,"Las Vegas, NV",720,725,5,No delay,Delayed,11,736,758,3,805,801,-4,0,0,0,105,96,82,583,0,0,0,0,0
31-10-2021,2021-10,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5355,DFW,"Dallas/Fort Worth, TX",DEN,"Denver, CO",1130,1130,0,No delay,Delayed,21,1151,1234,9,1244,1243,-1,0,0,0,134,133,103,641,0,0,0,0,0
27-09-2019,2019-09,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,285,LAX,"Los Angeles, CA",LIH,"Lihue, HI",1735,1903,88,Long Delay,On Time,14,1917,2126,5,2024,2131,67,0,0,0,349,328,309,2615,0,0,0,0,67
14-05-2022,2022-05,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,3830,TPA,"Tampa, FL",BWI,"Baltimore, MD",1940,1937,-3,No delay,Delayed,11,1948,2140,6,2205,2146,-19,0,0,0,145,129,112,842,0,0,0,0,0
10-06-2019,2019-06,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5491,SMF,"Sacramento, CA",SFO,"San Francisco, CA",820,814,-6,No delay,Delayed,15,829,858,34,933,932,-1,0,0,0,73,78,29,86,0,0,0,0,0
03-06-2021,2021-06,SkyWest Airlines Inc.,SkyWest Airlines Inc.: OO,OO,20304,5141,DEN,"Denver, CO",SGU,"St. George, UT",1612,1756,104,Long Delay,On Time,23,1819,1934,4,1748,1938,110,0,0,0,96,102,75,517,110,0,0,0,0
